Month,Item,Value
201406,Butter per lb,2.748
201406,Grapes per kg,5.221
201406,Bananas per kg,1.37
201406,Tomatoes per kg,3.095
201406,Onions per kg,1.226
201406,Broccoli per kg,3.134
201406,Carrots per kg,1.305
201406,Mushrooms per kg,4.637
201406,Tomatoes tinned per 400g,0.957
201406,Potatoes 2.5 kg,2.853
201406,Potatoes 7.5 kg,
201406,Potatoes 10 kg,5.121
201406,White granulated sugar per 1 kg,1.328
201406,Jam per lb,1.956
201406,Marmalade per lb,1.855
201406,Tea bags per 80,2.634
201406,Orange juice per litre,1.579
201406,Whiskey - take home (70cl bottle),24.393
201406,Brandy - take home (70cl bottle),29.274
201406,Vodka - take home (70cl bottle),20.369
201406,Cream liqueur - take home (70cl bottle),16.027
201406,Wine - take home (75cl bottle),10.703
201406,Cider - take home (50cl can),2.27
201406,Sherry - take home (75cl bottle),13.999
201406,Lager - take home (50cl can),1.981
201406,Stout - take home (50cl can),2.262
201406,Filtered cigarettes per 20 pk,9.583
201406,Stout - draught bar (1 pint),4.296
201406,Lager - draught bar (1 pint),4.667
201406,Lager - bar (33cl bottle),4.626
201406,Cider - draught bar (1 pint),4.752
201406,Ale - draught bar (1 pint),4.342
201406,Cider - bar (33cl bottle),4.742
201406,Flavoured alcoholic drink - bar (275ml bottle),5.309
201406,Whiskey - bar (single) per ½ glass,4.041
201406,Brandy - bar (single) per ½ glass,4.571
201406,Vodka - bar (single) per ½ glass,4.099
201406,Wine - bar (187ml bottle),5.272
201406,Diesel per litre,1.468
201406,Petrol - unleaded per litre,1.547
201406,Cinema fee,9.077
201406,Nightclubs fee,9.139
201406,Gent's dry cut fee,11.866
201406,"Gent's wash, cut, and blow dry fee",17.73
201406,"Ladies' wash, cut and blow dry fee",37.072
201407,"White, self raising flour per 2 kg",2.348
201407,"Brown, wholemeal flour per 2 kg",2.983
201407,"Bread, white sliced pan, large (800g)",1.315
201407,"Bread, brown sliced pan, large (800g)",1.547
201407,Spaghetti per 500g,1.134
201407,Sirloin steak per kg,16.771
201407,Striploin steak per kg,22.501
201407,Roast beef - topside or rib per kg,13.164
201407,Sliced / diced beef pieces per kg,10.671
201407,Pork loin chops per kg,8.687
201407,Pork steak per kg,9.672
201407,Lamb - whole leg / half leg per kg,12.474
201407,Lamb loin chops per kg,16.867
201407,Lamb gigot chops per kg,12.832
201407,Uncooked chicken medium size 1.6kg,5.284
201407,Lamb's liver per kg,5.74
201407,Ham fillet per kg,5.946
201407,Cooked ham per kg,17.623
201407,Best back rashers per kg,10.803
201407,Pork sausages per kg,5.96
201407,Fresh fillet of whiting per kg,10.944
201407,Fresh fillet of cod per kg,16.3
201407,Fresh salmon per kg,16.71
201407,Fresh fillet of plaice per kg,16.221
201407,Fresh hake per kg,
201407,Smoked salmon per kg,30.306
201407,Full fat milk per 2 litre,1.746
201407,Low fat milk per 1 litre,1.055
201407,Irish cheddar per kg,11.028
201407,Large eggs per half dozen,1.854
201407,Medium eggs per half dozen,1.597
201407,Butter per lb,2.762
201407,Grapes per kg,5.214
201407,Bananas per kg,1.373
201407,Tomatoes per kg,3.133
201407,Onions per kg,1.253
201407,Broccoli per kg,3.088
201407,Carrots per kg,1.312
201407,Mushrooms per kg,4.589
201407,Tomatoes tinned per 400g,0.96
201407,Potatoes 2.5 kg,2.992
201407,Potatoes 7.5 kg,
201407,Potatoes 10 kg,4.637
201407,White granulated sugar per 1 kg,1.326
201407,Jam per lb,1.833
201407,Marmalade per lb,1.998
201407,Tea bags per 80,2.664
201407,Orange juice per litre,1.626
201407,Whiskey - take home (70cl bottle),25.914
201407,Brandy - take home (70cl bottle),27.96
201407,Vodka - take home (70cl bottle),20.112
201407,Cream liqueur - take home (70cl bottle),16.391
201407,Wine - take home (75cl bottle),10.964
201407,Cider - take home (50cl can),2.297
201407,Sherry - take home (75cl bottle),13.696
201407,Lager - take home (50cl can),1.983
201407,Stout - take home (50cl can),2.262
201407,Filtered cigarettes per 20 pk,9.593
201407,Stout - draught bar (1 pint),4.301
201407,Lager - draught bar (1 pint),4.672
201407,Lager - bar (33cl bottle),4.628
201407,Cider - draught bar (1 pint),4.761
201407,Ale - draught bar (1 pint),4.352
201407,Cider - bar (33cl bottle),4.746
201407,Flavoured alcoholic drink - bar (275ml bottle),5.315
201407,Whiskey - bar (single) per ½ glass,4.043
201407,Brandy - bar (single) per ½ glass,4.579
201407,Vodka - bar (single) per ½ glass,4.097
201407,Wine - bar (187ml bottle),5.285
201407,Diesel per litre,1.479
201407,Petrol - unleaded per litre,1.573
201407,Cinema fee,9.169
201407,Nightclubs fee,9.119
201407,Gent's dry cut fee,11.878
201407,"Gent's wash, cut, and blow dry fee",17.857
201407,"Ladies' wash, cut and blow dry fee",37.197
201408,"White, self raising flour per 2 kg",2.323
201408,"Brown, wholemeal flour per 2 kg",2.989
201408,"Bread, white sliced pan, large (800g)",1.299
201408,"Bread, brown sliced pan, large (800g)",1.531
201408,Spaghetti per 500g,1.135
201408,Sirloin steak per kg,16.299
201408,Striploin steak per kg,22.388
201408,Roast beef - topside or rib per kg,13.186
201408,Sliced / diced beef pieces per kg,10.475
201408,Pork loin chops per kg,8.105
201408,Pork steak per kg,9.512
201408,Lamb - whole leg / half leg per kg,12.269
201408,Lamb loin chops per kg,17.552
201408,Lamb gigot chops per kg,12.881
201408,Uncooked chicken medium size 1.6kg,5.505
201408,Lamb's liver per kg,5.792
201408,Ham fillet per kg,5.919
201408,Cooked ham per kg,17.208
201408,Best back rashers per kg,10.522
201408,Pork sausages per kg,6.024
201408,Fresh fillet of whiting per kg,10.937
201408,Fresh fillet of cod per kg,17.131
201408,Fresh salmon per kg,18.495
201408,Fresh fillet of plaice per kg,18.843
201408,Fresh hake per kg,
201408,Smoked salmon per kg,30.497
201408,Full fat milk per 2 litre,1.738
201408,Low fat milk per 1 litre,1.057
201408,Irish cheddar per kg,11.064
201408,Large eggs per half dozen,1.867
201408,Medium eggs per half dozen,1.614
201408,Butter per lb,2.762
201408,Grapes per kg,5.094
201408,Bananas per kg,1.371
201408,Tomatoes per kg,3.042
201408,Onions per kg,1.215
201408,Broccoli per kg,3.138
201408,Carrots per kg,1.293
201408,Mushrooms per kg,4.622
201408,Tomatoes tinned per 400g,0.935
201408,Potatoes 2.5 kg,3.124
201408,Potatoes 7.5 kg,
201408,Potatoes 10 kg,4.816
201408,White granulated sugar per 1 kg,1.316
201408,Jam per lb,1.967
201408,Marmalade per lb,1.956
201408,Tea bags per 80,2.814
201408,Orange juice per litre,1.536
201408,Whiskey - take home (70cl bottle),25.226
201408,Brandy - take home (70cl bottle),30.451
201408,Vodka - take home (70cl bottle),19.374
201408,Cream liqueur - take home (70cl bottle),16.262
201408,Wine - take home (75cl bottle),10.773
201408,Cider - take home (50cl can),2.236
201408,Sherry - take home (75cl bottle),13.796
201408,Lager - take home (50cl can),1.984
201408,Stout - take home (50cl can),2.248
201408,Filtered cigarettes per 20 pk,9.595
201408,Stout - draught bar (1 pint),4.302
201408,Lager - draught bar (1 pint),4.676
201408,Lager - bar (33cl bottle),4.625
201408,Cider - draught bar (1 pint),4.763
201408,Ale - draught bar (1 pint),4.359
201408,Cider - bar (33cl bottle),4.746
201408,Flavoured alcoholic drink - bar (275ml bottle),5.284
201408,Whiskey - bar (single) per ½ glass,4.05
201408,Brandy - bar (single) per ½ glass,4.581
201408,Vodka - bar (single) per ½ glass,4.104
201408,Wine - bar (187ml bottle),5.289
201408,Diesel per litre,1.463
201408,Petrol - unleaded per litre,1.557
201408,Cinema fee,9.168
201408,Nightclubs fee,9.183
201408,Gent's dry cut fee,11.891
201408,"Gent's wash, cut, and blow dry fee",17.857
201408,"Ladies' wash, cut and blow dry fee",37.197
201409,"White, self raising flour per 2 kg",2.317
201409,"Brown, wholemeal flour per 2 kg",2.994
201409,"Bread, white sliced pan, large (800g)",1.293
201409,"Bread, brown sliced pan, large (800g)",1.541
201409,Spaghetti per 500g,1.111
201409,Sirloin steak per kg,16.248
201409,Striploin steak per kg,23.162
201409,Roast beef - topside or rib per kg,13.267
201409,Sliced / diced beef pieces per kg,9.705
201409,Pork loin chops per kg,8.612
201409,Pork steak per kg,9.538
201409,Lamb - whole leg / half leg per kg,11.988
201409,Lamb loin chops per kg,18.853
201409,Lamb gigot chops per kg,12.767
201409,Uncooked chicken medium size 1.6kg,5.393
201409,Lamb's liver per kg,5.767
201409,Ham fillet per kg,5.947
201409,Cooked ham per kg,17.376
201409,Best back rashers per kg,10.758
201409,Pork sausages per kg,5.948
201409,Fresh fillet of whiting per kg,10.974
201409,Fresh fillet of cod per kg,16.262
201409,Fresh salmon per kg,18.336
201409,Fresh fillet of plaice per kg,15.68
201409,Fresh hake per kg,
201409,Smoked salmon per kg,30.235
201409,Full fat milk per 2 litre,1.747
201409,Low fat milk per 1 litre,1.054
201409,Irish cheddar per kg,10.931
201409,Large eggs per half dozen,1.867
201409,Medium eggs per half dozen,1.614
201409,Butter per lb,2.751
201409,Grapes per kg,5.067
201409,Bananas per kg,1.357
201409,Tomatoes per kg,3.058
201409,Onions per kg,1.227
201409,Broccoli per kg,3.12
201409,Carrots per kg,1.192
201409,Mushrooms per kg,4.531
201409,Tomatoes tinned per 400g,0.949
201409,Potatoes 2.5 kg,3.183
201409,Potatoes 7.5 kg,
201409,Potatoes 10 kg,6.364
201409,White granulated sugar per 1 kg,1.327
201409,Jam per lb,1.988
201409,Marmalade per lb,1.874
201409,Tea bags per 80,2.808
201409,Orange juice per litre,1.539
201409,Whiskey - take home (70cl bottle),25.345
201409,Brandy - take home (70cl bottle),29.979
201409,Vodka - take home (70cl bottle),20.082
201409,Cream liqueur - take home (70cl bottle),15.738
201409,Wine - take home (75cl bottle),10.817
201409,Cider - take home (50cl can),2.224
201409,Sherry - take home (75cl bottle),13.219
201409,Lager - take home (50cl can),1.993
201409,Stout - take home (50cl can),2.249
201409,Filtered cigarettes per 20 pk,9.594
201409,Stout - draught bar (1 pint),4.306
201409,Lager - draught bar (1 pint),4.679
201409,Lager - bar (33cl bottle),4.624
201409,Cider - draught bar (1 pint),4.759
201409,Ale - draught bar (1 pint),4.373
201409,Cider - bar (33cl bottle),4.744
201409,Flavoured alcoholic drink - bar (275ml bottle),5.308
201409,Whiskey - bar (single) per ½ glass,4.053
201409,Brandy - bar (single) per ½ glass,4.582
201409,Vodka - bar (single) per ½ glass,4.108
201409,Wine - bar (187ml bottle),5.295
201409,Diesel per litre,1.454
201409,Petrol - unleaded per litre,1.547
201409,Cinema fee,9.19
201409,Nightclubs fee,9.183
201409,Gent's dry cut fee,11.89
201409,"Gent's wash, cut, and blow dry fee",17.857
201409,"Ladies' wash, cut and blow dry fee",37.201
201410,"White, self raising flour per 2 kg",2.093
201410,"Brown, wholemeal flour per 2 kg",2.911
201410,"Bread, white sliced pan, large (800g)",1.3
201410,"Bread, brown sliced pan, large (800g)",1.527
201410,Spaghetti per 500g,1.079
201410,Sirloin steak per kg,16.254
201410,Striploin steak per kg,22.977
201410,Roast beef - topside or rib per kg,12.846
201410,Sliced / diced beef pieces per kg,10.064
201410,Pork loin chops per kg,8.25
201410,Pork steak per kg,9.419
201410,Lamb - whole leg / half leg per kg,10.983
201410,Lamb loin chops per kg,16.746
201410,Lamb gigot chops per kg,12.415
201410,Uncooked chicken medium size 1.6kg,5.448
201410,Lamb's liver per kg,5.754
201410,Ham fillet per kg,5.75
201410,Cooked ham per kg,17.694
201410,Best back rashers per kg,10.947
201410,Pork sausages per kg,5.843
201410,Fresh fillet of whiting per kg,10.926
201410,Fresh fillet of cod per kg,17.433
201410,Fresh salmon per kg,18.235
201410,Fresh fillet of plaice per kg,17.103
201410,Fresh hake per kg,
