Month,Item,Value
201303,"Bread, brown sliced pan, large (800g)",1.562
201303,Spaghetti per 500g,1.162
201303,Sirloin steak per kg,15.47
201303,Striploin steak per kg,20.997
201303,Roast beef - topside or rib per kg,12.808
201303,Sliced / diced beef pieces per kg,9.69
201303,Pork loin chops per kg,8.96
201303,Pork steak per kg,9.202
201303,Lamb - whole leg / half leg per kg,11.629
201303,Lamb loin chops per kg,16.841
201303,Lamb gigot chops per kg,12.955
201303,Uncooked chicken medium size 1.6kg,5.937
201303,Lamb's liver per kg,5.821
201303,Ham fillet per kg,6.046
201303,Cooked ham per kg,17.211
201303,Best back rashers per kg,10.85
201303,Pork sausages per kg,6.143
201303,Fresh fillet of whiting per kg,10.903
201303,Fresh fillet of cod per kg,14.708
201303,Fresh salmon per kg,16.402
201303,Fresh fillet of plaice per kg,17.835
201303,Fresh hake per kg,
201303,Smoked salmon per kg,27.745
201303,Full fat milk per 2 litre,1.772
201303,Low fat milk per 1 litre,1.047
201303,Irish cheddar per kg,10.723
201303,Large eggs per half dozen,1.875
201303,Medium eggs per half dozen,1.561
201303,Butter per lb,2.717
201303,Grapes per kg,5.848
201303,Bananas per kg,1.394
201303,Tomatoes per kg,3.006
201303,Onions per kg,1.15
201303,Broccoli per kg,3.259
201303,Carrots per kg,1.261
201303,Mushrooms per kg,4.426
201303,Tomatoes tinned per 400g,0.89
201303,Potatoes 2.5 kg,3.793
201303,Potatoes 7.5 kg,
201303,Potatoes 10 kg,9.348
201303,White granulated sugar per 1 kg,1.343
201303,Jam per lb,1.977
201303,Marmalade per lb,1.954
201303,Tea bags per 80,2.898
201303,Orange juice per litre,1.543
201303,Whiskey - take home (70cl bottle),23.018
201303,Brandy - take home (70cl bottle),26.149
201303,Vodka - take home (70cl bottle),17.724
201303,Cream liqueur - take home (70cl bottle),14.261
201303,Wine - take home (75cl bottle),10.306
201303,Cider - take home (50cl can),2.202
201303,Sherry - take home (75cl bottle),13.09
201303,Lager - take home (50cl can),1.817
201303,Stout - take home (50cl can),2.192
201303,Filtered cigarettes per 20 pk,9.232
201303,Stout - draught bar (1 pint),4.162
201303,Lager - draught bar (1 pint),4.538
201303,Lager - bar (33cl bottle),4.493
201303,Cider - draught bar (1 pint),4.585
201303,Ale - draught bar (1 pint),4.19
201303,Cider - bar (33cl bottle),4.608
201303,Flavoured alcoholic drink - bar (275ml bottle),5.24
201303,Whiskey - bar (single) per ½ glass,3.883
201303,Brandy - bar (single) per ½ glass,4.431
201303,Vodka - bar (single) per ½ glass,3.94
201303,Wine - bar (187ml bottle),5.091
201303,Diesel per litre,1.548
201303,Petrol - unleaded per litre,1.616
201303,Cinema fee,8.945
201303,Nightclubs fee,9.303
201303,Gent's dry cut fee,11.841
201303,"Gent's wash, cut, and blow dry fee",18.009
201303,"Ladies' wash, cut and blow dry fee",36.451
201304,"White, self raising flour per 2 kg",2.363
201304,"Brown, wholemeal flour per 2 kg",2.931
201304,"Bread, white sliced pan, large (800g)",1.32
201304,"Bread, brown sliced pan, large (800g)",1.562
201304,Spaghetti per 500g,1.136
201304,Sirloin steak per kg,16.138
201304,Striploin steak per kg,21.918
201304,Roast beef - topside or rib per kg,12.617
201304,Sliced / diced beef pieces per kg,10.265
201304,Pork loin chops per kg,8.773
201304,Pork steak per kg,9.494
201304,Lamb - whole leg / half leg per kg,12.332
201304,Lamb loin chops per kg,17.951
201304,Lamb gigot chops per kg,12.988
201304,Uncooked chicken medium size 1.6kg,5.999
201304,Lamb's liver per kg,5.785
201304,Ham fillet per kg,5.967
201304,Cooked ham per kg,16.907
201304,Best back rashers per kg,10.83
201304,Pork sausages per kg,6.129
201304,Fresh fillet of whiting per kg,10.798
201304,Fresh fillet of cod per kg,15.993
201304,Fresh salmon per kg,17.106
201304,Fresh fillet of plaice per kg,18.391
201304,Fresh hake per kg,
201304,Smoked salmon per kg,27.799
201304,Full fat milk per 2 litre,1.772
201304,Low fat milk per 1 litre,1.049
201304,Irish cheddar per kg,10.626
201304,Large eggs per half dozen,1.893
201304,Medium eggs per half dozen,1.643
201304,Butter per lb,2.741
201304,Grapes per kg,5.695
201304,Bananas per kg,1.375
201304,Tomatoes per kg,3.048
201304,Onions per kg,1.157
201304,Broccoli per kg,3.284
201304,Carrots per kg,1.319
201304,Mushrooms per kg,4.586
201304,Tomatoes tinned per 400g,0.884
201304,Potatoes 2.5 kg,3.81
201304,Potatoes 7.5 kg,
201304,Potatoes 10 kg,9.682
201304,White granulated sugar per 1 kg,1.342
201304,Jam per lb,2.042
201304,Marmalade per lb,1.923
201304,Tea bags per 80,2.88
201304,Orange juice per litre,1.561
201304,Whiskey - take home (70cl bottle),24.055
201304,Brandy - take home (70cl bottle),26.551
201304,Vodka - take home (70cl bottle),18.452
201304,Cream liqueur - take home (70cl bottle),15.153
201304,Wine - take home (75cl bottle),9.949
201304,Cider - take home (50cl can),2.212
201304,Sherry - take home (75cl bottle),13.131
201304,Lager - take home (50cl can),1.862
201304,Stout - take home (50cl can),2.19
201304,Filtered cigarettes per 20 pk,9.285
201304,Stout - draught bar (1 pint),4.163
201304,Lager - draught bar (1 pint),4.538
201304,Lager - bar (33cl bottle),4.495
201304,Cider - draught bar (1 pint),4.585
201304,Ale - draught bar (1 pint),4.192
201304,Cider - bar (33cl bottle),4.607
201304,Flavoured alcoholic drink - bar (275ml bottle),5.23
201304,Whiskey - bar (single) per ½ glass,3.883
201304,Brandy - bar (single) per ½ glass,4.429
201304,Vodka - bar (single) per ½ glass,3.937
201304,Wine - bar (187ml bottle),5.087
201304,Diesel per litre,1.541
201304,Petrol - unleaded per litre,1.618
201304,Cinema fee,8.96
201304,Nightclubs fee,9.282
201304,Gent's dry cut fee,11.841
201304,"Gent's wash, cut, and blow dry fee",18.089
201304,"Ladies' wash, cut and blow dry fee",36.583
201305,"White, self raising flour per 2 kg",2.36
201305,"Brown, wholemeal flour per 2 kg",2.948
201305,"Bread, white sliced pan, large (800g)",1.302
201305,"Bread, brown sliced pan, large (800g)",1.539
201305,Spaghetti per 500g,1.1
201305,Sirloin steak per kg,15.89
201305,Striploin steak per kg,22.445
201305,Roast beef - topside or rib per kg,12.664
201305,Sliced / diced beef pieces per kg,10.284
201305,Pork loin chops per kg,8.249
201305,Pork steak per kg,9.535
201305,Lamb - whole leg / half leg per kg,11.756
201305,Lamb loin chops per kg,17.783
201305,Lamb gigot chops per kg,13.216
201305,Uncooked chicken medium size 1.6kg,5.917
201305,Lamb's liver per kg,5.854
201305,Ham fillet per kg,6.036
201305,Cooked ham per kg,17.55
201305,Best back rashers per kg,11.036
201305,Pork sausages per kg,6.166
201305,Fresh fillet of whiting per kg,10.822
201305,Fresh fillet of cod per kg,14.67
201305,Fresh salmon per kg,17.648
201305,Fresh fillet of plaice per kg,16.937
201305,Fresh hake per kg,
201305,Smoked salmon per kg,27.896
201305,Full fat milk per 2 litre,1.767
201305,Low fat milk per 1 litre,1.042
201305,Irish cheddar per kg,10.999
201305,Large eggs per half dozen,1.893
201305,Medium eggs per half dozen,1.631
201305,Butter per lb,2.718
201305,Grapes per kg,5.704
201305,Bananas per kg,1.377
201305,Tomatoes per kg,2.924
201305,Onions per kg,1.179
201305,Broccoli per kg,3.286
201305,Carrots per kg,1.319
201305,Mushrooms per kg,4.804
201305,Tomatoes tinned per 400g,0.912
201305,Potatoes 2.5 kg,3.976
201305,Potatoes 7.5 kg,
201305,Potatoes 10 kg,10.267
201305,White granulated sugar per 1 kg,1.344
201305,Jam per lb,1.962
201305,Marmalade per lb,1.865
201305,Tea bags per 80,2.834
201305,Orange juice per litre,1.547
201305,Whiskey - take home (70cl bottle),23.565
201305,Brandy - take home (70cl bottle),28.131
201305,Vodka - take home (70cl bottle),18.948
201305,Cream liqueur - take home (70cl bottle),15.145
201305,Wine - take home (75cl bottle),9.962
201305,Cider - take home (50cl can),2.215
201305,Sherry - take home (75cl bottle),13.29
201305,Lager - take home (50cl can),1.858
201305,Stout - take home (50cl can),2.154
201305,Filtered cigarettes per 20 pk,9.319
201305,Stout - draught bar (1 pint),4.163
201305,Lager - draught bar (1 pint),4.536
201305,Lager - bar (33cl bottle),4.492
201305,Cider - draught bar (1 pint),4.581
201305,Ale - draught bar (1 pint),4.19
201305,Cider - bar (33cl bottle),4.607
201305,Flavoured alcoholic drink - bar (275ml bottle),5.238
201305,Whiskey - bar (single) per ½ glass,3.886
201305,Brandy - bar (single) per ½ glass,4.436
201305,Vodka - bar (single) per ½ glass,3.94
201305,Wine - bar (187ml bottle),5.099
201305,Diesel per litre,1.489
201305,Petrol - unleaded per litre,1.575
201305,Cinema fee,8.963
201305,Nightclubs fee,9.393
201305,Gent's dry cut fee,11.893
201305,"Gent's wash, cut, and blow dry fee",18.078
201305,"Ladies' wash, cut and blow dry fee",36.45
201306,"White, self raising flour per 2 kg",2.363
201306,"Brown, wholemeal flour per 2 kg",2.945
201306,"Bread, white sliced pan, large (800g)",1.298
201306,"Bread, brown sliced pan, large (800g)",1.526
201306,Spaghetti per 500g,1.133
201306,Sirloin steak per kg,16.982
201306,Striploin steak per kg,22.628
201306,Roast beef - topside or rib per kg,12.534
201306,Sliced / diced beef pieces per kg,10.333
201306,Pork loin chops per kg,8.538
201306,Pork steak per kg,9.587
201306,Lamb - whole leg / half leg per kg,12.239
201306,Lamb loin chops per kg,18.084
201306,Lamb gigot chops per kg,12.658
201306,Uncooked chicken medium size 1.6kg,6.062
201306,Lamb's liver per kg,5.874
201306,Ham fillet per kg,6.045
201306,Cooked ham per kg,17.461
201306,Best back rashers per kg,10.897
201306,Pork sausages per kg,6.152
201306,Fresh fillet of whiting per kg,10.778
201306,Fresh fillet of cod per kg,15.514
201306,Fresh salmon per kg,18.019
201306,Fresh fillet of plaice per kg,17.026
201306,Fresh hake per kg,
201306,Smoked salmon per kg,29.178
201306,Full fat milk per 2 litre,1.862
201306,Low fat milk per 1 litre,1.077
201306,Irish cheddar per kg,11.125
201306,Large eggs per half dozen,1.893
201306,Medium eggs per half dozen,1.541
201306,Butter per lb,2.742
201306,Grapes per kg,5.521
201306,Bananas per kg,1.374
201306,Tomatoes per kg,3.025
201306,Onions per kg,1.201
201306,Broccoli per kg,3.366
201306,Carrots per kg,1.306
201306,Mushrooms per kg,4.828
201306,Tomatoes tinned per 400g,0.893
201306,Potatoes 2.5 kg,4.051
201306,Potatoes 7.5 kg,
201306,Potatoes 10 kg,10.414
201306,White granulated sugar per 1 kg,1.345
201306,Jam per lb,1.987
201306,Marmalade per lb,1.866
201306,Tea bags per 80,2.835
201306,Orange juice per litre,1.603
201306,Whiskey - take home (70cl bottle),23.918
201306,Brandy - take home (70cl bottle),27.727
201306,Vodka - take home (70cl bottle),18.687
201306,Cream liqueur - take home (70cl bottle),14.482
201306,Wine - take home (75cl bottle),10.111
201306,Cider - take home (50cl can),2.209
201306,Sherry - take home (75cl bottle),13.416
201306,Lager - take home (50cl can),1.813
201306,Stout - take home (50cl can),2.156
201306,Filtered cigarettes per 20 pk,9.337
201306,Stout - draught bar (1 pint),4.163
201306,Lager - draught bar (1 pint),4.536
201306,Lager - bar (33cl bottle),4.491
201306,Cider - draught bar (1 pint),4.59
201306,Ale - draught bar (1 pint),4.192
201306,Cider - bar (33cl bottle),4.606
201306,Flavoured alcoholic drink - bar (275ml bottle),5.23
201306,Whiskey - bar (single) per ½ glass,3.894
201306,Brandy - bar (single) per ½ glass,4.445
201306,Vodka - bar (single) per ½ glass,3.937
201306,Wine - bar (187ml bottle),5.1
201306,Diesel per litre,1.477
201306,Petrol - unleaded per litre,1.57
201306,Cinema fee,8.987
201306,Nightclubs fee,9.524
201306,Gent's dry cut fee,11.846
201306,"Gent's wash, cut, and blow dry fee",17.92
201306,"Ladies' wash, cut and blow dry fee",36.33
201307,"White, self raising flour per 2 kg",2.337
201307,"Brown, wholemeal flour per 2 kg",2.867
201307,"Bread, white sliced pan, large (800g)",1.308
201307,"Bread, brown sliced pan, large (800g)",1.519
201307,Spaghetti per 500g,1.091
201307,Sirloin steak per kg,16.748
201307,Striploin steak per kg,23.094
201307,Roast beef - topside or rib per kg,12.65
201307,Sliced / diced beef pieces per kg,10.415
201307,Pork loin chops per kg,8.882
201307,Pork steak per kg,9.669
201307,Lamb - whole leg / half leg per kg,11.202
201307,Lamb loin chops per kg,18.383
201307,Lamb gigot chops per kg,12.865
201307,Uncooked chicken medium size 1.6kg,5.976
201307,Lamb's liver per kg,5.915
201307,Ham fillet per kg,5.851
201307,Cooked ham per kg,17.933
201307,Best back rashers per kg,10.817
201307,Pork sausages per kg,6.22
201307,Fresh fillet of whiting per kg,10.957
201307,Fresh fillet of cod per kg,16.098
201307,Fresh salmon per kg,18.131
201307,Fresh fillet of plaice per kg,17.894
201307,Fresh hake per kg,
201307,Smoked salmon per kg,28.815
201307,Full fat milk per 2 litre,1.859
201307,Low fat milk per 1 litre,1.081
201307,Irish cheddar per kg,11.342
201307,Large eggs per half dozen,1.901
201307,Medium eggs per half dozen,1.611
201307,Butter per lb,2.739
201307,Grapes per kg,5.325
201307,Bananas per kg,1.376
201307,Tomatoes per kg,3.079
201307,Onions per kg,1.199
201307,Broccoli per kg,3.417
201307,Carrots per kg,1.358
201307,Mushrooms per kg,4.914
201307,Tomatoes tinned per 400g,0.891
201307,Potatoes 2.5 kg,4.055
201307,Potatoes 7.5 kg,
201307,Potatoes 10 kg,10.498
201307,White granulated sugar per 1 kg,1.345
201307,Jam per lb,1.844
201307,Marmalade per lb,1.845
201307,Tea bags per 80,2.81
201307,Orange juice per litre,1.594
201307,Whiskey - take home (70cl bottle),24.36
201307,Brandy - take home (70cl bottle),27.929
201307,Vodka - take home (70cl bottle),19.332
201307,Cream liqueur - take home (70cl bottle),15.579
201307,Wine - take home (75cl bottle),10.144
201307,Cider - take home (50cl can),2.196
201307,Sherry - take home (75cl bottle),13.472
201307,Lager - take home (50cl can),1.903
201307,Stout - take home (50cl can),2.152
201307,Filtered cigarettes per 20 pk,9.341
201307,Stout - draught bar (1 pint),4.164
201307,Lager - draught bar (1 pint),4.538
201307,Lager - bar (33cl bottle),4.491
201307,Cider - draught bar (1 pint),4.589
201307,Ale - draught bar (1 pint),4.201
201307,Cider - bar (33cl bottle),4.608
201307,Flavoured alcoholic drink - bar (275ml bottle),5.215
201307,Whiskey - bar (single) per ½ glass,3.894
201307,Brandy - bar (single) per ½ glass,4.446
201307,Vodka - bar (single) per ½ glass,3.937
201307,Wine - bar (187ml bottle),5.096
201307,Diesel per litre,1.483
201307,Petrol - unleaded per litre,1.577
201307,Cinema fee,9.024
201307,Nightclubs fee,9.609
201307,Gent's dry cut fee,11.754
201307,"Gent's wash, cut, and blow dry fee",17.865
201307,"Ladies' wash, cut and blow dry fee",36.479
201308,"White, self raising flour per 2 kg",2.37
201308,"Brown, wholemeal flour per 2 kg",2.983
201308,"Bread, white sliced pan, large (800g)",1.308
201308,"Bread, brown sliced pan, large (800g)",1.523
201308,Spaghetti per 500g,1.129
201308,Sirloin steak per kg,16.722
201308,Striploin steak per kg,22.925
201308,Roast beef - topside or rib per kg,13.07
201308,Sliced / diced beef pieces per kg,9.887
201308,Pork loin chops per kg,8.625
201308,Pork steak per kg,9.738
201308,Lamb - whole leg / half leg per kg,11.272
201308,Lamb loin chops per kg,18.98
201308,Lamb gigot chops per kg,12.941
201308,Uncooked chicken medium size 1.6kg,5.754
201308,Lamb's liver per kg,6.031
201308,Ham fillet per kg,5.881
201308,Cooked ham per kg,17.968
201308,Best back rashers per kg,10.889
201308,Pork sausages per kg,5.967
201308,Fresh fillet of whiting per kg,10.052
201308,Fresh fillet of cod per kg,15.673
201308,Fresh salmon per kg,18.27
201308,Fresh fillet of plaice per kg,18.704
201308,Fresh hake per kg,
201308,Smoked salmon per kg,28.589
201308,Full fat milk per 2 litre,1.833
201308,Low fat milk per 1 litre,1.078
201308,Irish cheddar per kg,10.979
201308,Large eggs per half dozen,1.896
201308,Medium eggs per half dozen,1.613
201308,Butter per lb,2.742
201308,Grapes per kg,5.355
201308,Bananas per kg,1.38
201308,Tomatoes per kg,3.132
201308,Onions per kg,1.19
201308,Broccoli per kg,3.274
201308,Carrots per kg,1.212
201308,Mushrooms per kg,4.954
201308,Tomatoes tinned per 400g,0.875
201308,Potatoes 2.5 kg,4.002
201308,Potatoes 7.5 kg,
201308,Potatoes 10 kg,9.779
201308,White granulated sugar per 1 kg,1.337
201308,Jam per lb,2.013
201308,Marmalade per lb,1.902
201308,Tea bags per 80,2.786
201308,Orange juice per litre,1.576
201308,Whiskey - take home (70cl bottle),23.617
201308,Brandy - take home (70cl bottle),27.668
201308,Vodka - take home (70cl bottle),18.458
201308,Cream liqueur - take home (70cl bottle),16.118
201308,Wine - take home (75cl bottle),9.926
201308,Cider - take home (50cl can),2.191
201308,Sherry - take home (75cl bottle),12.895
201308,Lager - take home (50cl can),1.896
201308,Stout - take home (50cl can),2.168
201308,Filtered cigarettes per 20 pk,9.346
201308,Stout - draught bar (1 pint),4.172
201308,Lager - draught bar (1 pint),4.551
201308,Lager - bar (33cl bottle),4.509
201308,Cider - draught bar (1 pint),4.608
201308,Ale - draught bar (1 pint),4.207
201308,Cider - bar (33cl bottle),4.628
201308,Flavoured alcoholic drink - bar (275ml bottle),5.23
201308,Whiskey - bar (single) per ½ glass,3.906
201308,Brandy - bar (single) per ½ glass,4.454
201308,Vodka - bar (single) per ½ glass,3.946
201308,Wine - bar (187ml bottle),5.096
201308,Diesel per litre,1.496
201308,Petrol - unleaded per litre,1.595
201308,Cinema fee,9.025
201308,Nightclubs fee,9.538
201308,Gent's dry cut fee,11.562
201308,"Gent's wash, cut, and blow dry fee",17.674
201308,"Ladies' wash, cut and blow dry fee",36.428
201309,"White, self raising flour per 2 kg",2.388
201309,"Brown, wholemeal flour per 2 kg",3.003
201309,"Bread, white sliced pan, large (800g)",1.313
201309,"Bread, brown sliced pan, large (800g)",1.535
201309,Spaghetti per 500g,1.09
201309,Sirloin steak per kg,16.69
201309,Striploin steak per kg,23.217
201309,Roast beef - topside or rib per kg,12.522
201309,Sliced / diced beef pieces per kg,9.785
201309,Pork loin chops per kg,8.547
201309,Pork steak per kg,9.504
201309,Lamb - whole leg / half leg per kg,11.653
201309,Lamb loin chops per kg,18.569
201309,Lamb gigot chops per kg,12.886
201309,Uncooked chicken medium size 1.6kg,5.941
201309,Lamb's liver per kg,5.92
201309,Ham fillet per kg,5.885
201309,Cooked ham per kg,17.637
201309,Best back rashers per kg,10.645
201309,Pork sausages per kg,6.007
201309,Fresh fillet of whiting per kg,10.788
201309,Fresh fillet of cod per kg,16.927
201309,Fresh salmon per kg,18.189
201309,Fresh fillet of plaice per kg,17.718
201309,Fresh hake per kg,
201309,Smoked salmon per kg,28.482
201309,Full fat milk per 2 litre,1.835
201309,Low fat milk per 1 litre,1.08
201309,Irish cheddar per kg,10.694
201309,Large eggs per half dozen,1.886
201309,Medium eggs per half dozen,1.617
201309,Butter per lb,2.784
201309,Grapes per kg,5.529
201309,Bananas per kg,1.378
201309,Tomatoes per kg,3.019
201309,Onions per kg,1.194
201309,Broccoli per kg,3.281
201309,Carrots per kg,1.319
201309,Mushrooms per kg,4.751
201309,Tomatoes tinned per 400g,0.882
201309,Potatoes 2.5 kg,3.757
201309,Potatoes 7.5 kg,
201309,Potatoes 10 kg,9.225
201309,White granulated sugar per 1 kg,1.343
201309,Jam per lb,1.947
201309,Marmalade per lb,1.853
201309,Tea bags per 80,2.773
201309,Orange juice per litre,1.563
201309,Whiskey - take home (70cl bottle),24.089
201309,Brandy - take home (70cl bottle),27.274
201309,Vodka - take home (70cl bottle),19.109
201309,Cream liqueur - take home (70cl bottle),15.425
201309,Wine - take home (75cl bottle),9.686
201309,Cider - take home (50cl can),2.202
201309,Sherry - take home (75cl bottle),13.351
201309,Lager - take home (50cl can),1.898
201309,Stout - take home (50cl can),2.159
201309,Filtered cigarettes per 20 pk,9.346
201309,Stout - draught bar (1 pint),4.167
201309,Lager - draught bar (1 pint),4.538
201309,Lager - bar (33cl bottle),4.496
201309,Cider - draught bar (1 pint),4.599
201309,Ale - draught bar (1 pint),4.198
201309,Cider - bar (33cl bottle),4.622
201309,Flavoured alcoholic drink - bar (275ml bottle),5.222
201309,Whiskey - bar (single) per ½ glass,3.905
201309,Brandy - bar (single) per ½ glass,4.445
201309,Vodka - bar (single) per ½ glass,3.952
201309,Wine - bar (187ml bottle),5.084
201309,Diesel per litre,1.522
201309,Petrol - unleaded per litre,1.609
201309,Cinema fee,9.078
201309,Nightclubs fee,9.526
201309,Gent's dry cut fee,11.602
201309,"Gent's wash, cut, and blow dry fee",17.584
201309,"Ladies' wash, cut and blow dry fee",36.751
201310,"White, self raising flour per 2 kg",2.25
201310,"Brown, wholemeal flour per 2 kg",2.971
201310,"Bread, white sliced pan, large (800g)",1.304
201310,"Bread, brown sliced pan, large (800g)",1.561
201310,Spaghetti per 500g,1.131
201310,Sirloin steak per kg,16.634
201310,Striploin steak per kg,23.267
201310,Roast beef - topside or rib per kg,12.95
201310,Sliced / diced beef pieces per kg,10.419
201310,Pork loin chops per kg,8.751
201310,Pork steak per kg,9.688
201310,Lamb - whole leg / half leg per kg,12.085
201310,Lamb loin chops per kg,18.667
201310,Lamb gigot chops per kg,12.963
201310,Uncooked chicken medium size 1.6kg,5.767
201310,Lamb's liver per kg,5.969
201310,Ham fillet per kg,5.908
201310,Cooked ham per kg,17.988
201310,Best back rashers per kg,10.775
201310,Pork sausages per kg,5.933
201310,Fresh fillet of whiting per kg,10.429
201310,Fresh fillet of cod per kg,16.227
201310,Fresh salmon per kg,17.898
201310,Fresh fillet of plaice per kg,17.035
201310,Fresh hake per kg,
