Month,Item,Value
201902,Spaghetti per 500g,1.027
201902,Sirloin steak per kg,14.223
201902,Striploin steak per kg,19.348
201902,Roast beef - topside or rib per kg,13.965
201902,Sliced / diced beef pieces per kg,9.872
201902,Pork loin chops per kg,7.103
201902,Pork steak per kg,8.842
201902,Lamb - whole leg / half leg per kg,10.765
201902,Lamb loin chops per kg,17.37
201902,Lamb gigot chops per kg,
201902,Uncooked chicken medium size 1.6kg,4.868
201902,Lamb's liver per kg,5.903
201902,Ham fillet per kg,5.474
201902,Cooked ham per kg,17.983
201902,Best back rashers per kg,9.554
201902,Pork sausages per kg,6.034
201902,Fresh fillet of whiting per kg,
201902,Fresh fillet of cod per kg,16.788
201902,Fresh salmon per kg,20.037
201902,Fresh fillet of plaice per kg,
201902,Fresh hake per kg,15.843
201902,Smoked salmon per kg,32.265
201902,Full fat milk per 2 litre,1.681
201902,Low fat milk per 1 litre,1.037
201902,Irish cheddar per kg,10.05
201902,Large eggs per half dozen,1.75
201902,Medium eggs per half dozen,1.422
201902,Butter per lb,3.063
201902,Grapes per kg,4.84
201902,Bananas per kg,1.402
201902,Tomatoes per kg,3.138
201902,Onions per kg,1.141
201902,Broccoli per kg,2.749
201902,Carrots per kg,1.226
201902,Mushrooms per kg,3.652
201902,Tomatoes tinned per 400g,0.833
201902,Potatoes 2.5 kg,3.625
201902,Potatoes 7.5 kg,7.709
201902,Potatoes 10 kg,
201902,White granulated sugar per 1 kg,1.221
201902,Jam per lb,1.1
201902,Marmalade per lb,1.828
201902,Tea bags per 80,2.742
201902,Orange juice per litre,1.373
201902,Whiskey - take home (70cl bottle),24.682
201902,Brandy - take home (70cl bottle),32.017
201902,Vodka - take home (70cl bottle),19.215
201902,Cream liqueur - take home (70cl bottle),14.577
201902,Wine - take home (75cl bottle),
201902,Cider - take home (50cl can),2.084
201902,Sherry - take home (75cl bottle),
201902,Lager - take home (50cl can),2.0
201902,Stout - take home (50cl can),2.325
201902,Filtered cigarettes per 20 pk,12.566
201902,Stout - draught bar (1 pint),4.637
201902,Lager - draught bar (1 pint),5.018
201902,Lager - bar (33cl bottle),4.914
201902,Cider - draught bar (1 pint),5.136
201902,Ale - draught bar (1 pint),4.689
201902,Cider - bar (33cl bottle),5.073
201902,Flavoured alcoholic drink - bar (275ml bottle),5.592
201902,Whiskey - bar (single) per ½ glass,4.474
201902,Brandy - bar (single) per ½ glass,4.868
201902,Vodka - bar (single) per ½ glass,4.493
201902,Wine - bar (187ml bottle),
201902,Diesel per litre,1.298
201902,Petrol - unleaded per litre,1.341
201902,Cinema fee,10.386
201902,Nightclubs fee,9.012
201902,Gent's dry cut fee,13.474
201902,"Gent's wash, cut, and blow dry fee",
201902,"Ladies' wash, cut and blow dry fee",42.521
201903,"White, self raising flour per 2 kg",2.191
201903,"Brown, wholemeal flour per 2 kg",2.793
201903,"Bread, white sliced pan, large (800g)",1.296
201903,"Bread, brown sliced pan, large (800g)",1.44
201903,Spaghetti per 500g,1.052
201903,Sirloin steak per kg,14.928
201903,Striploin steak per kg,19.786
201903,Roast beef - topside or rib per kg,14.075
201903,Sliced / diced beef pieces per kg,10.308
201903,Pork loin chops per kg,7.341
201903,Pork steak per kg,8.866
201903,Lamb - whole leg / half leg per kg,10.926
201903,Lamb loin chops per kg,17.089
201903,Lamb gigot chops per kg,
201903,Uncooked chicken medium size 1.6kg,4.681
201903,Lamb's liver per kg,5.913
201903,Ham fillet per kg,5.434
201903,Cooked ham per kg,17.82
201903,Best back rashers per kg,9.278
201903,Pork sausages per kg,5.938
201903,Fresh fillet of whiting per kg,
201903,Fresh fillet of cod per kg,16.485
201903,Fresh salmon per kg,21.041
201903,Fresh fillet of plaice per kg,
201903,Fresh hake per kg,14.015
201903,Smoked salmon per kg,32.62
201903,Full fat milk per 2 litre,1.679
201903,Low fat milk per 1 litre,1.034
201903,Irish cheddar per kg,9.969
201903,Large eggs per half dozen,1.758
201903,Medium eggs per half dozen,1.415
201903,Butter per lb,3.045
201903,Grapes per kg,4.851
201903,Bananas per kg,1.401
201903,Tomatoes per kg,3.119
201903,Onions per kg,1.131
201903,Broccoli per kg,2.651
201903,Carrots per kg,1.214
201903,Mushrooms per kg,3.739
201903,Tomatoes tinned per 400g,0.855
201903,Potatoes 2.5 kg,3.597
201903,Potatoes 7.5 kg,7.642
201903,Potatoes 10 kg,
201903,White granulated sugar per 1 kg,1.214
201903,Jam per lb,1.154
201903,Marmalade per lb,1.857
201903,Tea bags per 80,2.823
201903,Orange juice per litre,1.373
201903,Whiskey - take home (70cl bottle),22.584
201903,Brandy - take home (70cl bottle),29.965
201903,Vodka - take home (70cl bottle),19.127
201903,Cream liqueur - take home (70cl bottle),13.646
201903,Wine - take home (75cl bottle),
201903,Cider - take home (50cl can),2.082
201903,Sherry - take home (75cl bottle),
201903,Lager - take home (50cl can),2.001
201903,Stout - take home (50cl can),2.31
201903,Filtered cigarettes per 20 pk,12.714
201903,Stout - draught bar (1 pint),4.639
201903,Lager - draught bar (1 pint),5.031
201903,Lager - bar (33cl bottle),4.924
201903,Cider - draught bar (1 pint),5.142
201903,Ale - draught bar (1 pint),4.71
201903,Cider - bar (33cl bottle),5.095
201903,Flavoured alcoholic drink - bar (275ml bottle),5.605
201903,Whiskey - bar (single) per ½ glass,4.491
201903,Brandy - bar (single) per ½ glass,4.885
201903,Vodka - bar (single) per ½ glass,4.526
201903,Wine - bar (187ml bottle),
201903,Diesel per litre,1.329
201903,Petrol - unleaded per litre,1.365
201903,Cinema fee,10.33
201903,Nightclubs fee,9.283
201903,Gent's dry cut fee,13.473
201903,"Gent's wash, cut, and blow dry fee",
201903,"Ladies' wash, cut and blow dry fee",43.086
201904,"White, self raising flour per 2 kg",2.065
201904,"Brown, wholemeal flour per 2 kg",2.802
201904,"Bread, white sliced pan, large (800g)",1.299
201904,"Bread, brown sliced pan, large (800g)",1.46
201904,Spaghetti per 500g,1.064
201904,Sirloin steak per kg,15.001
201904,Striploin steak per kg,20.024
201904,Roast beef - topside or rib per kg,14.351
201904,Sliced / diced beef pieces per kg,10.014
201904,Pork loin chops per kg,7.925
201904,Pork steak per kg,8.394
201904,Lamb - whole leg / half leg per kg,11.702
201904,Lamb loin chops per kg,17.016
201904,Lamb gigot chops per kg,
201904,Uncooked chicken medium size 1.6kg,4.617
201904,Lamb's liver per kg,5.895
201904,Ham fillet per kg,5.494
201904,Cooked ham per kg,18.115
201904,Best back rashers per kg,9.351
201904,Pork sausages per kg,5.839
201904,Fresh fillet of whiting per kg,
201904,Fresh fillet of cod per kg,15.353
201904,Fresh salmon per kg,21.558
201904,Fresh fillet of plaice per kg,
201904,Fresh hake per kg,14.096
201904,Smoked salmon per kg,32.591
201904,Full fat milk per 2 litre,1.685
201904,Low fat milk per 1 litre,1.032
201904,Irish cheddar per kg,9.802
201904,Large eggs per half dozen,1.755
201904,Medium eggs per half dozen,1.416
201904,Butter per lb,3.047
201904,Grapes per kg,4.838
201904,Bananas per kg,1.407
201904,Tomatoes per kg,3.133
201904,Onions per kg,1.155
201904,Broccoli per kg,2.687
201904,Carrots per kg,1.217
201904,Mushrooms per kg,3.291
201904,Tomatoes tinned per 400g,0.843
201904,Potatoes 2.5 kg,3.614
201904,Potatoes 7.5 kg,7.761
201904,Potatoes 10 kg,
201904,White granulated sugar per 1 kg,1.213
201904,Jam per lb,1.105
201904,Marmalade per lb,1.912
201904,Tea bags per 80,2.806
201904,Orange juice per litre,1.373
201904,Whiskey - take home (70cl bottle),23.533
201904,Brandy - take home (70cl bottle),28.877
201904,Vodka - take home (70cl bottle),19.02
201904,Cream liqueur - take home (70cl bottle),14.492
201904,Wine - take home (75cl bottle),
201904,Cider - take home (50cl can),2.087
201904,Sherry - take home (75cl bottle),
201904,Lager - take home (50cl can),2.005
201904,Stout - take home (50cl can),2.31
201904,Filtered cigarettes per 20 pk,12.743
201904,Stout - draught bar (1 pint),4.641
201904,Lager - draught bar (1 pint),5.03
201904,Lager - bar (33cl bottle),4.931
201904,Cider - draught bar (1 pint),5.144
201904,Ale - draught bar (1 pint),4.709
201904,Cider - bar (33cl bottle),5.106
201904,Flavoured alcoholic drink - bar (275ml bottle),5.61
201904,Whiskey - bar (single) per ½ glass,4.483
201904,Brandy - bar (single) per ½ glass,4.882
201904,Vodka - bar (single) per ½ glass,4.517
201904,Wine - bar (187ml bottle),
201904,Diesel per litre,1.354
201904,Petrol - unleaded per litre,1.416
201904,Cinema fee,10.313
201904,Nightclubs fee,9.012
201904,Gent's dry cut fee,13.545
201904,"Gent's wash, cut, and blow dry fee",
201904,"Ladies' wash, cut and blow dry fee",42.76
201905,"White, self raising flour per 2 kg",2.182
201905,"Brown, wholemeal flour per 2 kg",2.799
201905,"Bread, white sliced pan, large (800g)",1.303
201905,"Bread, brown sliced pan, large (800g)",1.475
201905,Spaghetti per 500g,1.007
201905,Sirloin steak per kg,15.603
201905,Striploin steak per kg,20.902
201905,Roast beef - topside or rib per kg,14.416
201905,Sliced / diced beef pieces per kg,10.549
201905,Pork loin chops per kg,7.697
201905,Pork steak per kg,8.445
201905,Lamb - whole leg / half leg per kg,11.346
201905,Lamb loin chops per kg,17.438
201905,Lamb gigot chops per kg,
201905,Uncooked chicken medium size 1.6kg,4.708
201905,Lamb's liver per kg,5.902
201905,Ham fillet per kg,5.612
201905,Cooked ham per kg,17.707
201905,Best back rashers per kg,9.534
201905,Pork sausages per kg,6.039
201905,Fresh fillet of whiting per kg,
201905,Fresh fillet of cod per kg,16.351
201905,Fresh salmon per kg,21.539
201905,Fresh fillet of plaice per kg,
201905,Fresh hake per kg,14.603
201905,Smoked salmon per kg,32.906
201905,Full fat milk per 2 litre,1.685
201905,Low fat milk per 1 litre,1.029
201905,Irish cheddar per kg,10.049
201905,Large eggs per half dozen,1.768
201905,Medium eggs per half dozen,1.423
201905,Butter per lb,3.041
201905,Grapes per kg,4.868
201905,Bananas per kg,1.407
201905,Tomatoes per kg,3.127
201905,Onions per kg,1.201
201905,Broccoli per kg,2.747
201905,Carrots per kg,1.279
201905,Mushrooms per kg,3.712
201905,Tomatoes tinned per 400g,0.806
201905,Potatoes 2.5 kg,3.745
201905,Potatoes 7.5 kg,7.747
201905,Potatoes 10 kg,
201905,White granulated sugar per 1 kg,1.217
201905,Jam per lb,1.134
201905,Marmalade per lb,1.929
201905,Tea bags per 80,2.892
201905,Orange juice per litre,1.351
201905,Whiskey - take home (70cl bottle),23.615
201905,Brandy - take home (70cl bottle),31.517
201905,Vodka - take home (70cl bottle),19.038
201905,Cream liqueur - take home (70cl bottle),15.752
201905,Wine - take home (75cl bottle),
201905,Cider - take home (50cl can),2.084
201905,Sherry - take home (75cl bottle),
201905,Lager - take home (50cl can),1.973
201905,Stout - take home (50cl can),2.311
201905,Filtered cigarettes per 20 pk,12.798
201905,Stout - draught bar (1 pint),4.647
201905,Lager - draught bar (1 pint),5.035
201905,Lager - bar (33cl bottle),4.933
201905,Cider - draught bar (1 pint),5.153
201905,Ale - draught bar (1 pint),4.714
201905,Cider - bar (33cl bottle),5.09
201905,Flavoured alcoholic drink - bar (275ml bottle),5.614
201905,Whiskey - bar (single) per ½ glass,4.487
201905,Brandy - bar (single) per ½ glass,4.886
201905,Vodka - bar (single) per ½ glass,4.526
201905,Wine - bar (187ml bottle),
201905,Diesel per litre,1.375
201905,Petrol - unleaded per litre,1.472
201905,Cinema fee,10.34
201905,Nightclubs fee,9.038
201905,Gent's dry cut fee,13.643
201905,"Gent's wash, cut, and blow dry fee",
201905,"Ladies' wash, cut and blow dry fee",43.073
201906,"White, self raising flour per 2 kg",2.182
201906,"Brown, wholemeal flour per 2 kg",2.789
201906,"Bread, white sliced pan, large (800g)",1.301
201906,"Bread, brown sliced pan, large (800g)",1.491
201906,Spaghetti per 500g,1.079
201906,Sirloin steak per kg,14.183
201906,Striploin steak per kg,20.97
201906,Roast beef - topside or rib per kg,14.502
201906,Sliced / diced beef pieces per kg,9.952
201906,Pork loin chops per kg,7.813
201906,Pork steak per kg,8.692
201906,Lamb - whole leg / half leg per kg,11.373
201906,Lamb loin chops per kg,18.407
201906,Lamb gigot chops per kg,
201906,Uncooked chicken medium size 1.6kg,4.629
201906,Lamb's liver per kg,5.863
201906,Ham fillet per kg,5.651
201906,Cooked ham per kg,17.819
201906,Best back rashers per kg,9.456
201906,Pork sausages per kg,5.973
201906,Fresh fillet of whiting per kg,
201906,Fresh fillet of cod per kg,17.022
201906,Fresh salmon per kg,21.279
201906,Fresh fillet of plaice per kg,
201906,Fresh hake per kg,14.568
201906,Smoked salmon per kg,32.668
201906,Full fat milk per 2 litre,1.683
201906,Low fat milk per 1 litre,1.028
201906,Irish cheddar per kg,9.915
201906,Large eggs per half dozen,1.739
201906,Medium eggs per half dozen,1.421
201906,Butter per lb,3.037
201906,Grapes per kg,4.898
201906,Bananas per kg,1.403
201906,Tomatoes per kg,3.219
201906,Onions per kg,1.196
201906,Broccoli per kg,2.7
201906,Carrots per kg,1.13
201906,Mushrooms per kg,3.337
201906,Tomatoes tinned per 400g,0.866
201906,Potatoes 2.5 kg,3.73
201906,Potatoes 7.5 kg,7.793
201906,Potatoes 10 kg,
201906,White granulated sugar per 1 kg,1.212
201906,Jam per lb,1.134
201906,Marmalade per lb,1.853
201906,Tea bags per 80,2.779
201906,Orange juice per litre,1.355
201906,Whiskey - take home (70cl bottle),25.019
201906,Brandy - take home (70cl bottle),31.555
201906,Vodka - take home (70cl bottle),19.199
201906,Cream liqueur - take home (70cl bottle),15.755
201906,Wine - take home (75cl bottle),
201906,Cider - take home (50cl can),2.082
201906,Sherry - take home (75cl bottle),
201906,Lager - take home (50cl can),2.003
201906,Stout - take home (50cl can),2.306
201906,Filtered cigarettes per 20 pk,12.825
201906,Stout - draught bar (1 pint),4.65
201906,Lager - draught bar (1 pint),5.05
201906,Lager - bar (33cl bottle),4.939
201906,Cider - draught bar (1 pint),5.156
201906,Ale - draught bar (1 pint),4.719
201906,Cider - bar (33cl bottle),5.103
201906,Flavoured alcoholic drink - bar (275ml bottle),5.609
201906,Whiskey - bar (single) per ½ glass,4.488
201906,Brandy - bar (single) per ½ glass,4.888
201906,Vodka - bar (single) per ½ glass,4.532
201906,Wine - bar (187ml bottle),
201906,Diesel per litre,1.365
201906,Petrol - unleaded per litre,1.469
201906,Cinema fee,10.194
201906,Nightclubs fee,9.071
201906,Gent's dry cut fee,13.713
201906,"Gent's wash, cut, and blow dry fee",
201906,"Ladies' wash, cut and blow dry fee",43.054
201907,"White, self raising flour per 2 kg",2.181
201907,"Brown, wholemeal flour per 2 kg",2.746
201907,"Bread, white sliced pan, large (800g)",1.307
201907,"Bread, brown sliced pan, large (800g)",1.459
201907,Spaghetti per 500g,1.051
201907,Sirloin steak per kg,14.276
201907,Striploin steak per kg,19.508
201907,Roast beef - topside or rib per kg,14.357
201907,Sliced / diced beef pieces per kg,10.162
201907,Pork loin chops per kg,7.814
201907,Pork steak per kg,8.323
201907,Lamb - whole leg / half leg per kg,11.22
201907,Lamb loin chops per kg,17.865
201907,Lamb gigot chops per kg,
201907,Uncooked chicken medium size 1.6kg,4.617
201907,Lamb's liver per kg,5.934
201907,Ham fillet per kg,5.537
201907,Cooked ham per kg,18.36
201907,Best back rashers per kg,9.434
201907,Pork sausages per kg,6.054
201907,Fresh fillet of whiting per kg,
201907,Fresh fillet of cod per kg,16.708
201907,Fresh salmon per kg,21.65
201907,Fresh fillet of plaice per kg,
201907,Fresh hake per kg,14.375
201907,Smoked salmon per kg,32.793
201907,Full fat milk per 2 litre,1.684
201907,Low fat milk per 1 litre,1.031
201907,Irish cheddar per kg,10.312
201907,Large eggs per half dozen,1.761
201907,Medium eggs per half dozen,1.429
201907,Butter per lb,3.041
201907,Grapes per kg,4.919
201907,Bananas per kg,1.404
201907,Tomatoes per kg,3.254
201907,Onions per kg,1.234
201907,Broccoli per kg,2.707
201907,Carrots per kg,1.262
201907,Mushrooms per kg,3.395
201907,Tomatoes tinned per 400g,0.865
201907,Potatoes 2.5 kg,3.768
201907,Potatoes 7.5 kg,7.734
201907,Potatoes 10 kg,
201907,White granulated sugar per 1 kg,1.22
201907,Jam per lb,1.111
201907,Marmalade per lb,1.973
201907,Tea bags per 80,2.886
201907,Orange juice per litre,1.372
201907,Whiskey - take home (70cl bottle),25.872
201907,Brandy - take home (70cl bottle),32.382
201907,Vodka - take home (70cl bottle),19.26
201907,Cream liqueur - take home (70cl bottle),17.305
201907,Wine - take home (75cl bottle),
201907,Cider - take home (50cl can),2.085
201907,Sherry - take home (75cl bottle),
201907,Lager - take home (50cl can),2.007
201907,Stout - take home (50cl can),2.317
201907,Filtered cigarettes per 20 pk,12.822
201907,Stout - draught bar (1 pint),4.652
201907,Lager - draught bar (1 pint),5.047
201907,Lager - bar (33cl bottle),4.94
201907,Cider - draught bar (1 pint),5.163
201907,Ale - draught bar (1 pint),4.719
201907,Cider - bar (33cl bottle),5.097
201907,Flavoured alcoholic drink - bar (275ml bottle),5.602
201907,Whiskey - bar (single) per ½ glass,4.491
201907,Brandy - bar (single) per ½ glass,4.89
201907,Vodka - bar (single) per ½ glass,4.538
201907,Wine - bar (187ml bottle),
201907,Diesel per litre,1.319
201907,Petrol - unleaded per litre,1.427
201907,Cinema fee,10.218
201907,Nightclubs fee,9.071
201907,Gent's dry cut fee,13.725
201907,"Gent's wash, cut, and blow dry fee",
201907,"Ladies' wash, cut and blow dry fee",43.09
201908,"White, self raising flour per 2 kg",2.16
201908,"Brown, wholemeal flour per 2 kg",2.71
201908,"Bread, white sliced pan, large (800g)",1.312
201908,"Bread, brown sliced pan, large (800g)",1.468
201908,Spaghetti per 500g,1.095
201908,Sirloin steak per kg,15.357
201908,Striploin steak per kg,20.563
201908,Roast beef - topside or rib per kg,13.758
201908,Sliced / diced beef pieces per kg,10.572
201908,Pork loin chops per kg,7.548
201908,Pork steak per kg,8.353
201908,Lamb - whole leg / half leg per kg,11.494
201908,Lamb loin chops per kg,16.975
201908,Lamb gigot chops per kg,
201908,Uncooked chicken medium size 1.6kg,4.73
201908,Lamb's liver per kg,5.955
201908,Ham fillet per kg,5.517
201908,Cooked ham per kg,18.27
201908,Best back rashers per kg,9.433
201908,Pork sausages per kg,6.244
201908,Fresh fillet of whiting per kg,
201908,Fresh fillet of cod per kg,15.052
201908,Fresh salmon per kg,20.73
201908,Fresh fillet of plaice per kg,
201908,Fresh hake per kg,14.729
201908,Smoked salmon per kg,32.97
201908,Full fat milk per 2 litre,1.689
201908,Low fat milk per 1 litre,1.032
201908,Irish cheddar per kg,9.847
201908,Large eggs per half dozen,1.751
201908,Medium eggs per half dozen,1.428
201908,Butter per lb,3.034
201908,Grapes per kg,4.882
201908,Bananas per kg,1.404
201908,Tomatoes per kg,3.328
201908,Onions per kg,1.193
201908,Broccoli per kg,2.457
201908,Carrots per kg,1.197
201908,Mushrooms per kg,3.553
201908,Tomatoes tinned per 400g,0.876
201908,Potatoes 2.5 kg,3.773
201908,Potatoes 7.5 kg,7.651
201908,Potatoes 10 kg,
201908,White granulated sugar per 1 kg,1.206
201908,Jam per lb,1.116
201908,Marmalade per lb,1.819
201908,Tea bags per 80,2.802
201908,Orange juice per litre,1.37
201908,Whiskey - take home (70cl bottle),25.617
201908,Brandy - take home (70cl bottle),31.462
201908,Vodka - take home (70cl bottle),19.05
201908,Cream liqueur - take home (70cl bottle),17.648
201908,Wine - take home (75cl bottle),
201908,Cider - take home (50cl can),2.084
201908,Sherry - take home (75cl bottle),
201908,Lager - take home (50cl can),2.016
201908,Stout - take home (50cl can),2.317
201908,Filtered cigarettes per 20 pk,12.843
201908,Stout - draught bar (1 pint),4.655
201908,Lager - draught bar (1 pint),5.052
201908,Lager - bar (33cl bottle),4.942
201908,Cider - draught bar (1 pint),5.163
201908,Ale - draught bar (1 pint),4.724
201908,Cider - bar (33cl bottle),5.118
201908,Flavoured alcoholic drink - bar (275ml bottle),5.599
201908,Whiskey - bar (single) per ½ glass,4.497
201908,Brandy - bar (single) per ½ glass,4.894
201908,Vodka - bar (single) per ½ glass,4.543
201908,Wine - bar (187ml bottle),
201908,Diesel per litre,1.328
201908,Petrol - unleaded per litre,1.432
201908,Cinema fee,9.958
201908,Nightclubs fee,9.059
201908,Gent's dry cut fee,13.822
201908,"Gent's wash, cut, and blow dry fee",
201908,"Ladies' wash, cut and blow dry fee",43.247
201909,"White, self raising flour per 2 kg",2.098
201909,"Brown, wholemeal flour per 2 kg",2.668
201909,"Bread, white sliced pan, large (800g)",1.288
201909,"Bread, brown sliced pan, large (800g)",1.459
201909,Spaghetti per 500g,0.999
201909,Sirloin steak per kg,15.809
201909,Striploin steak per kg,20.58
201909,Roast beef - topside or rib per kg,14.2
201909,Sliced / diced beef pieces per kg,10.616
201909,Pork loin chops per kg,8.531
201909,Pork steak per kg,8.656
201909,Lamb - whole leg / half leg per kg,10.213
201909,Lamb loin chops per kg,16.089
201909,Lamb gigot chops per kg,
201909,Uncooked chicken medium size 1.6kg,4.757
201909,Lamb's liver per kg,5.918
201909,Ham fillet per kg,5.533
201909,Cooked ham per kg,18.258
201909,Best back rashers per kg,9.541
201909,Pork sausages per kg,6.163
201909,Fresh fillet of whiting per kg,
201909,Fresh fillet of cod per kg,16.956
201909,Fresh salmon per kg,21.609
201909,Fresh fillet of plaice per kg,
201909,Fresh hake per kg,14.182
201909,Smoked salmon per kg,32.199
201909,Full fat milk per 2 litre,1.684
201909,Low fat milk per 1 litre,1.032
201909,Irish cheddar per kg,9.196
201909,Large eggs per half dozen,1.754
201909,Medium eggs per half dozen,1.426
201909,Butter per lb,3.014
201909,Grapes per kg,4.91
201909,Bananas per kg,1.401
201909,Tomatoes per kg,3.408
201909,Onions per kg,1.207
201909,Broccoli per kg,2.551
201909,Carrots per kg,1.091
201909,Mushrooms per kg,3.789
201909,Tomatoes tinned per 400g,0.796
201909,Potatoes 2.5 kg,3.769
201909,Potatoes 7.5 kg,7.222
201909,Potatoes 10 kg,
201909,White granulated sugar per 1 kg,1.189
201909,Jam per lb,1.004
201909,Marmalade per lb,1.709
201909,Tea bags per 80,2.78
201909,Orange juice per litre,1.366
201909,Whiskey - take home (70cl bottle),25.41
201909,Brandy - take home (70cl bottle),32.03
201909,Vodka - take home (70cl bottle),19.088
201909,Cream liqueur - take home (70cl bottle),17.772
201909,Wine - take home (75cl bottle),
201909,Cider - take home (50cl can),2.071
201909,Sherry - take home (75cl bottle),
201909,Lager - take home (50cl can),1.994
201909,Stout - take home (50cl can),2.337
201909,Filtered cigarettes per 20 pk,12.83
201909,Stout - draught bar (1 pint),4.657
201909,Lager - draught bar (1 pint),5.058
201909,Lager - bar (33cl bottle),4.948
201909,Cider - draught bar (1 pint),5.171
201909,Ale - draught bar (1 pint),4.727
201909,Cider - bar (33cl bottle),5.115
201909,Flavoured alcoholic drink - bar (275ml bottle),5.595
201909,Whiskey - bar (single) per ½ glass,4.511
201909,Brandy - bar (single) per ½ glass,4.902
201909,Vodka - bar (single) per ½ glass,4.55
201909,Wine - bar (187ml bottle),
201909,Diesel per litre,1.326
201909,Petrol - unleaded per litre,1.43
201909,Cinema fee,10.229
201909,Nightclubs fee,8.977
201909,Gent's dry cut fee,13.804
201909,"Gent's wash, cut, and blow dry fee",
201909,"Ladies' wash, cut and blow dry fee",43.612
201910,"White, self raising flour per 2 kg",2.097
201910,"Brown, wholemeal flour per 2 kg",2.772
201910,"Bread, white sliced pan, large (800g)",1.292
201910,"Bread, brown sliced pan, large (800g)",1.462
201910,Spaghetti per 500g,1.098
201910,Sirloin steak per kg,15.668
201910,Striploin steak per kg,21.593
201910,Roast beef - topside or rib per kg,14.41
201910,Sliced / diced beef pieces per kg,9.807
201910,Pork loin chops per kg,8.112
201910,Pork steak per kg,8.689
201910,Lamb - whole leg / half leg per kg,9.719
201910,Lamb loin chops per kg,17.603
201910,Lamb gigot chops per kg,
201910,Uncooked chicken medium size 1.6kg,4.771
201910,Lamb's liver per kg,5.898
201910,Ham fillet per kg,5.583
201910,Cooked ham per kg,18.285
201910,Best back rashers per kg,9.553
201910,Pork sausages per kg,6.219
201910,Fresh fillet of whiting per kg,
201910,Fresh fillet of cod per kg,15.09
201910,Fresh salmon per kg,20.82
201910,Fresh fillet of plaice per kg,
201910,Fresh hake per kg,14.689
201910,Smoked salmon per kg,32.117
201910,Full fat milk per 2 litre,1.689
201910,Low fat milk per 1 litre,1.038
201910,Irish cheddar per kg,9.774
201910,Large eggs per half dozen,1.754
201910,Medium eggs per half dozen,1.431
201910,Butter per lb,3.018
201910,Grapes per kg,4.955
201910,Bananas per kg,1.402
201910,Tomatoes per kg,3.421
